82
370 240
370 245
370 250
370 255
370 260
370 265
370 270
370 275
370 280
370 285
370 290
365 290
360 290
355 290
350 290
345 290
340 290
335 290
330 290
325 290
320 290
315 290
310 290
305 290
300 290
295 290
290 290
285 290
280 290
275 290
270 290
270 285
270 280
270 275
270 270
270 265
270 260
270 255
270 250
270 245
270 240
270 235
270 230
270 225
270 220
270 215
270 210
270 205
270 200
270 195
270 190
270 190
275 190
280 190
285 190
290 190
295 190
300 190
305 190
310 190
315 190
320 190
325 190
330 190
335 190
340 190
345 190
350 190
355 190
360 190
365 190
370 190
370 195
370 200
370 205
370 210
370 215
370 220
370 225
370 230
370 235
370 240
